Data;Regiao;Vendedor;Secao;Vendas;Total com imposto
11/06/2013;Centro;Carolina;Utilidades Domésticas;1258,49;1510,19
12/06/2013;Sudeste;José Luiz;Casa e Construção;3118,88;3742,66
14/06/2013;Sudeste;Simone;Eletrônicos;3892,84;4671,41
15/06/2013;Leste;João Carlos;Casa e Construção;4652,36;5582,83
15/06/2013;Sudeste;Ricardo;Roupas e Acessórios;1150,69;1380,83
16/06/2013;Centro;Ana Maria;Roupas e Acessórios;3830,63;4596,76
16/06/2013;Nordeste;Roberto;Móveis e Decoração;3747,92;4497,50
16/06/2013;Centro;Ricardo;Eletrodomésticos;1585,44;1902,53
16/06/2013;Sudeste;Adriana;Eletrodomésticos;2246,30;2695,56
17/06/2013;Centro;Roberto;Casa e Construção;1798,26;2157,91
17/06/2013;Norte;Carolina;Eletrodomésticos;4083,32;4899,98
18/06/2013;Centro;Carolina;Eletrônicos;2753,01;3303,61
18/06/2013;Nordeste;Ricardo;Eletrônicos;981,66;1177,99
19/06/2013;Nordeste;Roberto;Móveis e Decoração;2287,59;2745,11
20/06/2013;Sudeste;Carolina;Roupas e Acessórios;4413,18;5295,82
21/06/2013;Sudeste;Simone;Utilidades Domésticas;3738,96;4486,75
22/06/2013;Leste;João Carlos;Casa e Construção;3745,08;4494,10
24/06/2013;Sudeste;Carolina;Cama, Mesa e Banho;2916,08;3499,30
25/06/2013;Sudeste;Simone;Roupas e Acessórios;3865,04;4638,05
27/06/2013;Sudeste;João Carlos;Móveis e Decoração;2273,47;2728,16
27/06/2013;Sudeste;Adriana;Móveis e Decoração;3781,94;4538,33
28/06/2013;Sudeste;Carolina;Casa e Construção;3807,25;4568,70
28/06/2013;Nordeste;Simone;Cine e Foto;4954,96;5945,95
01/07/2013;Sudeste;Roberto;Móveis e Decoração;629,60;755,52
01/07/2013;Centro;Ana Maria;Móveis e Decoração;849,79;1019,75
03/07/2013;Nordeste;Ricardo;Esporte e Lazer;2270,20;2724,24
03/07/2013;Leste;João Carlos;Móveis e Decoração;4899,67;5879,60
05/07/2013;Leste;Simone;Móveis e Decoração;2794,99;3353,99
08/07/2013;Sudeste;Carolina;Casa e Construção;2426,10;2911,32
08/07/2013;Leste;João Carlos;Eletrodomésticos;2698,22;3237,86
09/07/2013;Nordeste;Adriana;Esporte e Lazer;1475,03;1770,04
11/07/2013;Nordeste;Adriana;Eletrodomésticos;856,62;1027,94
13/07/2013;Sudeste;Ana Maria;Casa e Construção;490,12;588,14
14/07/2013;Oeste;Ana Maria;Utilidades Domésticas;555,11;666,13
14/07/2013;Sul;Roberto;Eletrônicos;3737,93;4485,52
15/07/2013;Nordeste;Simone;Utilidades Domésticas;4274,98;5129,98
17/07/2013;Sudeste;João Carlos;Eletrodomésticos;2012,71;2415,25
17/07/2013;Oeste;João Carlos;Cama, Mesa e Banho;1888,18;2265,82
17/07/2013;Centro;Carolina;Casa e Construção;1230,22;1476,26
18/07/2013;Sudeste;João Carlos;Utilidades Domésticas;3604,47;4325,36
18/07/2013;Nordeste;Carolina;Móveis e Decoração;3510,89;4213,07
19/07/2013;Centro;Carolina;Cama, Mesa e Banho;4370,49;5244,59
21/07/2013;Sudeste;João Carlos;Cama, Mesa e Banho;3191,16;3829,39
22/07/2013;Norte;José Luiz;Cine e Foto;3974,17;4769,00
22/07/2013;Leste;Simone;Esporte e Lazer;4490,99;5389,19
23/07/2013;Oeste;João Carlos;Roupas e Acessórios;947,24;1136,69
24/07/2013;Oeste;Simone;Cine e Foto;4613,52;5536,22
24/07/2013;Sudeste;Carolina;Cine e Foto;2342,96;2811,55
24/07/2013;Nordeste;Carolina;Roupas e Acessórios;2137,09;2564,51
25/07/2013;Sul;Carolina;Utilidades Domésticas;3562,41;4274,89
27/07/2013;Sul;João Carlos;Móveis e Decoração;306,16;367,39
28/07/2013;Sudeste;João Carlos;Utilidades Domésticas;955,19;1146,23
29/07/2013;Sul;Ricardo;Eletrodomésticos;1349,04;1618,85
30/07/2013;Sul;Ricardo;Cama, Mesa e Banho;2474,96;2969,95
30/07/2013;Sudeste;João Carlos;Eletrônicos;4425,21;5310,25
01/08/2013;Leste;João Carlos;Cama, Mesa e Banho;3254,04;3904,85
02/08/2013;Nordeste;Ana Maria;Eletrodomésticos;1283,47;1540,16
02/08/2013;Nordeste;Ricardo;Esporte e Lazer;4999,70;5999,64
03/08/2013;Sudeste;Carolina;Roupas e Acessórios;2051,46;2461,75
03/08/2013;Norte;João Carlos;Móveis e Decoração;3429,55;4115,46
03/08/2013;Sul;Ana Maria;Casa e Construção;3038,00;3645,60
04/08/2013;Sudeste;Carolina;Casa e Construção;3140,14;3768,17
04/08/2013;Oeste;Ana Maria;Casa e Construção;930,26;1116,31
04/08/2013;Sudeste;Ricardo;Eletrodomésticos;2722,16;3266,59
05/08/2013;Oeste;Carolina;Roupas e Acessórios;1812,12;2174,54
05/08/2013;Nordeste;Simone;Eletrodomésticos;613,00;735,60
06/08/2013;Norte;Carolina;Cama, Mesa e Banho;4499,90;5399,88
10/08/2013;Nordeste;Ricardo;Roupas e Acessórios;2694,26;3233,11
12/08/2013;Oeste;João Carlos;Eletrodomésticos;1268,30;1521,96
12/08/2013;Sudeste;Ana Maria;Eletrodomésticos;3048,32;3657,98
13/08/2013;Nordeste;João Carlos;Eletrônicos;4626,44;5551,73
14/08/2013;Sudeste;João Carlos;Eletrodomésticos;4194,25;5033,10
15/08/2013;Sudeste;Roberto;Utilidades Domésticas;1581,36;1897,63
15/08/2013;Centro;Adriana;Cama, Mesa e Banho;2517,24;3020,69
16/08/2013;Centro;Carolina;Utilidades Domésticas;4021,18;4825,42
16/08/2013;Centro;Carolina;Cama, Mesa e Banho;275,37;330,44
17/08/2013;Centro;João Carlos;Casa e Construção;3142,24;3770,69
18/08/2013;Centro;Carolina;Casa e Construção;3983,32;4779,98
19/08/2013;Nordeste;Ana Maria;Eletrodomésticos;788,98;946,78
19/08/2013;Sudeste;João Carlos;Utilidades Domésticas;3084,78;3701,74
19/08/2013;Sul;Ana Maria;Eletrônicos;1657,11;1988,53
21/08/2013;Sudeste;João Carlos;Utilidades Domésticas;312,00;374,40
23/08/2013;Sudeste;Carolina;Casa e Construção;2547,06;3056,47
24/08/2013;Nordeste;Roberto;Cine e Foto;1433,86;1720,63
24/08/2013;Sudeste;Ricardo;Cama, Mesa e Banho;2989,79;3587,75
26/08/2013;Sul;Ricardo;Roupas e Acessórios;1092,77;1311,32
26/08/2013;Sul;José Luiz;Cine e Foto;2515,57;3018,68
26/08/2013;Nordeste;Ricardo;Eletrodomésticos;4930,12;5916,14
27/08/2013;Leste;Roberto;Utilidades Domésticas;514,95;617,94
28/08/2013;Leste;Simone;Eletrodomésticos;1064,44;1277,33
28/08/2013;Sudeste;Adriana;Esporte e Lazer;4069,34;4883,21
31/08/2013;Norte;Carolina;Roupas e Acessórios;1351,58;1621,90
01/09/2013;Sudeste;João Carlos;Casa e Construção;949,22;1139,06
02/09/2013;Sul;João Carlos;Eletrônicos;1294,81;1553,77
03/09/2013;Sudeste;Ana Maria;Esporte e Lazer;3732,65;4479,18
03/09/2013;Sul;João Carlos;Utilidades Domésticas;2496,61;2995,93
03/09/2013;Nordeste;João Carlos;Roupas e Acessórios;2901,18;3481,42
04/09/2013;Centro;Ricardo;Móveis e Decoração;813,58;976,30
04/09/2013;Sudeste;João Carlos;Cine e Foto;4209,16;5050,99
05/09/2013;Sudeste;Ricardo;Casa e Construção;1833,69;2200,43
05/09/2013;Sudeste;Carolina;Casa e Construção;4254,65;5105,58
06/09/2013;Centro;Ana Maria;Cama, Mesa e Banho;4100,39;4920,47
06/09/2013;Centro;João Carlos;Móveis e Decoração;1213,74;1456,49
07/09/2013;Sudeste;Simone;Cine e Foto;2980,40;3576,48
08/09/2013;Sudeste;Ricardo;Casa e Construção;3506,37;4207,64
08/09/2013;Centro;Ricardo;Cama, Mesa e Banho;1358,04;1629,65
09/09/2013;Oeste;João Carlos;Esporte e Lazer;359,44;431,33
10/09/2013;Norte;Carolina;Casa e Construção;2744,06;3292,87
11/09/2013;Sudeste;Carolina;Esporte e Lazer;3394,34;4073,21
12/09/2013;Sudeste;João Carlos;Cama, Mesa e Banho;1929,51;2315,41
13/09/2013;Sudeste;Simone;Cine e Foto;2163,60;2596,32
13/09/2013;Centro;João Carlos;Móveis e Decoração;1432,23;1718,68
14/09/2013;Centro;Ricardo;Cine e Foto;2060,17;2472,20
14/09/2013;Sul;Ricardo;Eletrônicos;4688,32;5625,98
14/09/2013;Sul;Ana Maria;Cama, Mesa e Banho;1833,26;2199,91
15/09/2013;Sudeste;Ana Maria;Roupas e Acessórios;4407,24;5288,69
16/09/2013;Centro;Ricardo;Móveis e Decoração;1767,00;2120,40
16/09/2013;Norte;Roberto;Roupas e Acessórios;4747,09;5696,51
18/09/2013;Nordeste;João Carlos;Casa e Construção;3683,24;4419,89
19/09/2013;Sudeste;Ricardo;Móveis e Decoração;882,33;1058,80
19/09/2013;Sudeste;Ricardo;Esporte e Lazer;2537,86;3045,43
19/09/2013;Sudeste;Roberto;Casa e Construção;1747,99;2097,59
21/09/2013;Centro;Ricardo;Utilidades Domésticas;3668,36;4402,03
21/09/2013;Centro;Simone;Casa e Construção;2663,05;3195,66
21/09/2013;Leste;João Carlos;Casa e Construção;2754,84;3305,81
21/09/2013;Sul;João Carlos;Utilidades Domésticas;3585,88;4303,06
22/09/2013;Sudeste;Carolina;Cama, Mesa e Banho;3731,15;4477,38
22/09/2013;Sudeste;João Carlos;Roupas e Acessórios;1542,49;1850,99
23/09/2013;Sudeste;Ana Maria;Roupas e Acessórios;4646,92;5576,30
23/09/2013;Sudeste;Carolina;Esporte e Lazer;4643,30;5571,96
24/09/2013;Centro;Ana Maria;Cine e Foto;2832,70;3399,24
24/09/2013;Centro;Ricardo;Esporte e Lazer;1323,98;1588,78
24/09/2013;Centro;Ana Maria;Cama, Mesa e Banho;2321,36;2785,63
26/09/2013;Centro;Carolina;Eletrodomésticos;2507,68;3009,22
26/09/2013;Nordeste;Carolina;Esporte e Lazer;1067,55;1281,06
27/09/2013;Nordeste;Ana Maria;Eletrônicos;2274,18;2729,02
28/09/2013;Sudeste;Simone;Esporte e Lazer;4878,55;5854,26
29/09/2013;Oeste;João Carlos;Móveis e Decoração;4518,36;5422,03
29/09/2013;Oeste;Roberto;Eletrodomésticos;3750,60;4500,72
30/09/2013;Sul;Ricardo;Casa e Construção;320,26;384,31
30/09/2013;Oeste;João Carlos;Móveis e Decoração;3973,40;4768,08
30/09/2013;Sudeste;Roberto;Roupas e Acessórios;3454,29;4145,15
30/09/2013;Sudeste;Ricardo;Eletrônicos;3299,23;3959,08
30/09/2013;Centro;José Luiz;Utilidades Domésticas;471,89;566,27
02/10/2013;Nordeste;José Luiz;Utilidades Domésticas;2744,71;3293,65
04/10/2013;Centro;Adriana;Roupas e Acessórios;423,50;508,20
04/10/2013;Centro;João Carlos;Utilidades Domésticas;4848,00;5817,60
05/10/2013;Leste;João Carlos;Esporte e Lazer;2302,62;2763,14
05/10/2013;Oeste;Carolina;Cine e Foto;676,07;811,28
05/10/2013;Sudeste;Ricardo;Cama, Mesa e Banho;2868,69;3442,43
06/10/2013;Sudeste;Ricardo;Móveis e Decoração;1229,18;1475,02
07/10/2013;Centro;Roberto;Utilidades Domésticas;568,10;681,72
07/10/2013;Sudeste;Roberto;Esporte e Lazer;1763,42;2116,10
07/10/2013;Sudeste;Ricardo;Utilidades Domésticas;3324,16;3988,99
08/10/2013;Nordeste;Adriana;Eletrônicos;4288,33;5146,00
09/10/2013;Nordeste;Carolina;Cama, Mesa e Banho;3127,14;3752,57
11/10/2013;Centro;Carolina;Eletrodomésticos;2084,31;2501,17
12/10/2013;Sudeste;Carolina;Casa e Construção;4128,71;4954,45
16/10/2013;Sudeste;Ricardo;Roupas e Acessórios;941,20;1129,44
16/10/2013;Centro;João Carlos;Utilidades Domésticas;3482,32;4178,78
16/10/2013;Sul;Roberto;Cama, Mesa e Banho;3540,74;4248,89
17/10/2013;Sudeste;Adriana;Roupas e Acessórios;3289,50;3947,40
18/10/2013;Sul;Ricardo;Eletrodomésticos;995,62;1194,74
19/10/2013;Sul;João Carlos;Casa e Construção;4331,39;5197,67
20/10/2013;Nordeste;Carolina;Cine e Foto;4468,15;5361,78
21/10/2013;Oeste;Adriana;Esporte e Lazer;2155,07;2586,08
22/10/2013;Centro;Carolina;Utilidades Domésticas;398,59;478,31
22/10/2013;Centro;José Luiz;Eletrônicos;1315,79;1578,95
24/10/2013;Sul;Adriana;Cama, Mesa e Banho;4290,23;5148,28
24/10/2013;Centro;Carolina;Cine e Foto;1309,30;1571,16
25/10/2013;Leste;Adriana;Roupas e Acessórios;4838,39;5806,07
25/10/2013;Nordeste;Adriana;Eletrodomésticos;4650,79;5580,95
26/10/2013;Sudeste;João Carlos;Eletrônicos;4836,78;5804,14
27/10/2013;Centro;Carolina;Eletrônicos;2062,13;2474,56
27/10/2013;Norte;João Carlos;Utilidades Domésticas;959,80;1151,76
29/10/2013;Norte;Ana Maria;Roupas e Acessórios;4030,93;4837,12
30/10/2013;Sudeste;João Carlos;Casa e Construção;3646,07;4375,28
30/10/2013;Sudeste;Ricardo;Utilidades Domésticas;348,53;418,24
30/10/2013;Sul;Simone;Utilidades Domésticas;3429,08;4114,90
30/10/2013;Nordeste;João Carlos;Eletrônicos;3524,90;4229,88
30/10/2013;Centro;João Carlos;Cama, Mesa e Banho;2291,56;2749,87
02/11/2013;Centro;Carolina;Roupas e Acessórios;1749,51;2099,41
03/11/2013;Sudeste;João Carlos;Esporte e Lazer;2244,33;2693,20
04/11/2013;Norte;Ana Maria;Eletrônicos;1780,43;2136,52
04/11/2013;Sudeste;Ricardo;Casa e Construção;3348,08;4017,70
04/11/2013;Sudeste;Ricardo;Cine e Foto;839,86;1007,83
05/11/2013;Sudeste;Roberto;Cama, Mesa e Banho;2007,65;2409,18
06/11/2013;Nordeste;João Carlos;Móveis e Decoração;3249,66;3899,59
06/11/2013;Norte;José Luiz;Cine e Foto;1623,58;1948,30
06/11/2013;Nordeste;Ana Maria;Casa e Construção;2997,61;3597,13
07/11/2013;Sudeste;João Carlos;Cine e Foto;2675,90;3211,08
07/11/2013;Leste;Adriana;Roupas e Acessórios;3752,05;4502,46
09/11/2013;Sul;Adriana;Móveis e Decoração;3333,07;3999,68
10/11/2013;Centro;João Carlos;Eletrodomésticos;1361,35;1633,62
10/11/2013;Nordeste;Ana Maria;Roupas e Acessórios;1830,54;2196,65
11/11/2013;Sul;João Carlos;Casa e Construção;3480,69;4176,83
11/11/2013;Centro;Simone;Casa e Construção;1632,73;1959,28
12/11/2013;Sul;José Luiz;Roupas e Acessórios;2735,39;3282,47
12/11/2013;Centro;Carolina;Cama, Mesa e Banho;1226,04;1471,25
12/11/2013;Centro;Carolina;Eletrônicos;1529,51;1835,41
13/11/2013;Centro;Carolina;Esporte e Lazer;3727,03;4472,44
14/11/2013;Oeste;José Luiz;Utilidades Domésticas;732,28;878,74
14/11/2013;Sudeste;João Carlos;Eletrodomésticos;3301,88;3962,26
15/11/2013;Nordeste;Carolina;Utilidades Domésticas;3720,59;4464,71
15/11/2013;Sudeste;Carolina;Eletrônicos;4474,35;5369,22
15/11/2013;Oeste;José Luiz;Móveis e Decoração;1339,35;1607,22
15/11/2013;Centro;João Carlos;Esporte e Lazer;4088,04;4905,65
15/11/2013;Sul;José Luiz;Casa e Construção;705,19;846,23
15/11/2013;Sudeste;Carolina;Casa e Construção;3051,61;3661,93
16/11/2013;Nordeste;João Carlos;Cama, Mesa e Banho;1775,15;2130,18
16/11/2013;Centro;Simone;Roupas e Acessórios;2113,24;2535,89
20/11/2013;Sudeste;Carolina;Roupas e Acessórios;2114,95;2537,94
20/11/2013;Nordeste;José Luiz;Esporte e Lazer;2482,78;2979,34
21/11/2013;Sudeste;Adriana;Casa e Construção;2549,70;3059,64
21/11/2013;Oeste;João Carlos;Roupas e Acessórios;1341,13;1609,36
23/11/2013;Sul;Adriana;Cama, Mesa e Banho;4943,10;5931,72
25/11/2013;Sul;João Carlos;Móveis e Decoração;3678,37;4414,04
26/11/2013;Leste;João Carlos;Eletrodomésticos;3199,08;3838,90
28/11/2013;Norte;Ricardo;Casa e Construção;4492,17;5390,60
28/11/2013;Centro;Simone;Cama, Mesa e Banho;732,63;879,16
28/11/2013;Sul;Carolina;Esporte e Lazer;3286,45;3943,74
29/11/2013;Sul;João Carlos;Cine e Foto;4751,40;5701,68
29/11/2013;Sudeste;José Luiz;Cine e Foto;1035,87;1243,04
30/11/2013;Leste;Carolina;Eletrodomésticos;2664,13;3196,96
01/12/2013;Sudeste;José Luiz;Móveis e Decoração;827,33;992,80
01/12/2013;Nordeste;Carolina;Roupas e Acessórios;634,33;761,20
02/12/2013;Sudeste;Ana Maria;Cine e Foto;1671,95;2006,34
02/12/2013;Norte;Roberto;Móveis e Decoração;2805,18;3366,22
02/12/2013;Nordeste;Carolina;Cama, Mesa e Banho;2677,14;3212,57
02/12/2013;Centro;Carolina;Roupas e Acessórios;3059,65;3671,58
04/12/2013;Centro;João Carlos;Esporte e Lazer;313,58;376,30
05/12/2013;Oeste;João Carlos;Casa e Construção;4921,47;5905,76
06/12/2013;Sul;João Carlos;Cine e Foto;4011,45;4813,74
06/12/2013;Leste;João Carlos;Móveis e Decoração;3027,68;3633,22
06/12/2013;Centro;João Carlos;Cama, Mesa e Banho;257,04;308,45
06/12/2013;Sul;José Luiz;Cama, Mesa e Banho;4052,01;4862,41
08/12/2013;Centro;João Carlos;Cine e Foto;4136,13;4963,36
08/12/2013;Sudeste;Carolina;Móveis e Decoração;1187,04;1424,45
08/12/2013;Nordeste;Adriana;Utilidades Domésticas;2195,21;2634,25
09/12/2013;Sudeste;Carolina;Cine e Foto;2760,78;3312,94
11/12/2013;Oeste;Ana Maria;Roupas e Acessórios;4993,61;5992,33
13/12/2013;Sudeste;Ricardo;Roupas e Acessórios;2031,53;2437,84
13/12/2013;Centro;Adriana;Roupas e Acessórios;4871,91;5846,29
15/12/2013;Sudeste;Ricardo;Eletrônicos;657,04;788,45
15/12/2013;Leste;Ricardo;Casa e Construção;4090,24;4908,29
15/12/2013;Sudeste;João Carlos;Cama, Mesa e Banho;848,12;1017,74
16/12/2013;Sudeste;Adriana;Móveis e Decoração;2059,39;2471,27
17/12/2013;Leste;Simone;Roupas e Acessórios;1905,04;2286,05
18/12/2013;Norte;João Carlos;Eletrônicos;545,63;654,76
18/12/2013;Sul;Roberto;Eletrônicos;2787,45;3344,94
18/12/2013;Oeste;Adriana;Eletrodomésticos;4575,06;5490,07
20/12/2013;Centro;Adriana;Utilidades Domésticas;4259,82;5111,78
20/12/2013;Sudeste;Carolina;Esporte e Lazer;1980,49;2376,59
20/12/2013;Sudeste;João Carlos;Esporte e Lazer;4287,60;5145,12
21/12/2013;Centro;Carolina;Móveis e Decoração;1357,61;1629,13
21/12/2013;Sul;João Carlos;Eletrônicos;1043,72;1252,46
22/12/2013;Leste;José Luiz;Eletrodomésticos;3367,92;4041,50
23/12/2013;Leste;Simone;Roupas e Acessórios;4694,83;5633,80
23/12/2013;Sudeste;José Luiz;Móveis e Decoração;4371,48;5245,78
23/12/2013;Oeste;João Carlos;Esporte e Lazer;2517,60;3021,12
23/12/2013;Sul;Adriana;Móveis e Decoração;2722,97;3267,56
25/12/2013;Sul;Ricardo;Cama, Mesa e Banho;4141,40;4969,68
26/12/2013;Sudeste;Ana Maria;Cama, Mesa e Banho;910,37;1092,44
26/12/2013;Oeste;João Carlos;Casa e Construção;4661,37;5593,64
27/12/2013;Centro;Carolina;Cine e Foto;4497,80;5397,36
27/12/2013;Sul;João Carlos;Esporte e Lazer;3606,91;4328,29
27/12/2013;Sudeste;Carolina;Roupas e Acessórios;345,43;414,52
28/12/2013;Nordeste;Adriana;Roupas e Acessórios;3060,33;3672,40
29/12/2013;Centro;Carolina;Roupas e Acessórios;4175,04;5010,05
29/12/2013;Sudeste;Ricardo;Eletrônicos;2199,43;2639,32
30/12/2013;Norte;Ana Maria;Cama, Mesa e Banho;4703,86;5644,63
30/12/2013;Oeste;Carolina;Roupas e Acessórios;4403,47;5284,16
31/12/2013;Leste;Ana Maria;Eletrodomésticos;3957,18;4748,62
